;;;;;;;;;Participante doador;;Participante tomador;
VALE3;500;0,03%;102.826.080;Balcão;06/05/2026;18:53:16;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
CSNA3;100;1,11%;102.826.066;Balcão;06/05/2026;18:53:16;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
JALL3;1.000;0,04%;102.826.079;Balcão;06/05/2026;18:53:16;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PETR4;500;0,07%;102.826.076;Balcão;06/05/2026;18:53:16;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
BRKM5;500;13,74%;102.826.077;Balcão;06/05/2026;18:53:16;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
BRKM5;14;13,74%;102.826.069;Balcão;06/05/2026;18:53:16;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
VALE3;8;0,03%;102.826.072;Balcão;06/05/2026;18:53:16;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
HGCR11;45;0,23%;102.826.075;Balcão;06/05/2026;18:53:16;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
EMBJ3;4.509;0,12%;102.826.128;Balcão;06/05/2026;18:53:16;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
EMBJ3;300;0,12%;102.826.111;Balcão;06/05/2026;18:53:16;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
CSNA3;184;1,11%;102.826.070;Balcão;06/05/2026;18:53:16;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
BRKM5;208;13,74%;102.826.065;Balcão;06/05/2026;18:53:16;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
RADL3;10;0,10%;102.826.071;Balcão;06/05/2026;18:53:16;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
RADL3;990;0,10%;102.826.074;Balcão;06/05/2026;18:53:16;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
SUZB3;10;0,15%;102.826.073;Balcão;06/05/2026;18:53:16;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
CSAN3;1.000;0,05%;102.826.068;Balcão;06/05/2026;18:53:15;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
VALE3;10;0,03%;102.826.131;Balcão;06/05/2026;18:53:15;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
SUZB3;320;0,15%;102.826.130;Balcão;06/05/2026;18:53:14;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
SUZB3;5;0,15%;102.826.127;Balcão;06/05/2026;18:53:14;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
SUZB3;375;0,15%;102.826.129;Balcão;06/05/2026;18:53:14;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
POSI3;300;0,27%;102.826.061;Balcão;06/05/2026;18:53:14;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
SUZB3;20;0,15%;102.826.126;Balcão;06/05/2026;18:53:14;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
AMER3;420;0,22%;102.826.057;Balcão;06/05/2026;18:53:14;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
LREN3;115;0,13%;102.826.059;Balcão;06/05/2026;18:53:14;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
VALE3;2.000;0,03%;102.826.054;Balcão;06/05/2026;18:53:14;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
HGCR11;5;0,23%;102.826.055;Balcão;06/05/2026;18:53:14;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
KLBN11;200;0,10%;102.826.058;Balcão;06/05/2026;18:53:14;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
CSNA3;600;1,11%;102.826.050;Balcão;06/05/2026;18:53:14;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
AMOB3;27;0,50%;102.826.035;Balcão;06/05/2026;18:53:14;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
CSNA3;610;1,11%;102.826.036;Balcão;06/05/2026;18:53:14;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
TGMA3;100;0,58%;102.826.041;Balcão;06/05/2026;18:53:14;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
AGRO3;700;0,05%;102.826.047;Balcão;06/05/2026;18:53:14;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
AMER3;100;0,22%;102.826.039;Balcão;06/05/2026;18:53:14;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
AMER3;17;0,22%;102.826.048;Balcão;06/05/2026;18:53:13;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
AMOB3;41;0,50%;102.826.043;Balcão;06/05/2026;18:53:13;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
EMBJ3;87;0,12%;102.826.045;Balcão;06/05/2026;18:53:13;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
EMBJ3;5;0,12%;102.826.046;Balcão;06/05/2026;18:53:13;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
AMOB3;22;0,50%;102.826.049;Balcão;06/05/2026;18:53:13;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
CMIG3;10;0,10%;102.826.042;Balcão;06/05/2026;18:53:13;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
AGRO3;82;0,05%;102.826.037;Balcão;06/05/2026;18:53:13;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
AMER3;202;0,22%;102.826.044;Balcão;06/05/2026;18:53:13;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
AMOB3;26;0,50%;102.826.038;Balcão;06/05/2026;18:53:13;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
HGLG11;620;0,13%;102.826.033;Balcão;06/05/2026;18:53:13;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
AMER3;138;0,22%;102.826.040;Balcão;06/05/2026;18:53:13;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
AMER3;120;0,22%;102.826.026;Balcão;06/05/2026;18:53:13;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
CMIG4;400;0,17%;102.826.028;Balcão;06/05/2026;18:53:13;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
CMIG4;1.000;0,17%;102.826.027;Balcão;06/05/2026;18:53:12;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
EMBJ3;1;0,12%;102.826.030;Balcão;06/05/2026;18:53:12;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
AMER3;3;0,22%;102.826.034;Balcão;06/05/2026;18:53:12;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
CSNA3;300;1,11%;102.826.032;Balcão;06/05/2026;18:53:12;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
VALE3;779;0,03%;102.826.031;Balcão;06/05/2026;18:53:12;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
NVDC34;900;0,10%;102.826.029;Balcão;06/05/2026;18:53:12;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
AMOB3;80;0,50%;102.826.056;Balcão;06/05/2026;18:53:09;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
AGRO3;218;0,05%;102.826.053;Balcão;06/05/2026;18:53:09;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
CSNA3;2.944;1,11%;102.826.062;Balcão;06/05/2026;18:53:09;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
VALE3;1.252;0,03%;102.826.063;Balcão;06/05/2026;18:53:09;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PCAR3;1.000;26,71%;102.826.064;Balcão;06/05/2026;18:53:09;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
NVDC34;100;0,10%;102.826.052;Balcão;06/05/2026;18:53:09;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
SUZB3;200;0,15%;102.826.060;Balcão;06/05/2026;18:53:09;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
BRKM5;200;13,74%;102.826.051;Balcão;06/05/2026;18:53:09;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
AZZA3;100;47,36%;102.825.902;Balcão;06/05/2026;18:51:28;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
ASAI3;6;1,65%;102.825.901;Balcão;06/05/2026;18:51:28;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
MGLU3;150;20,46%;102.825.898;Balcão;06/05/2026;18:51:28;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
RENT4;1;0,80%;102.825.900;Balcão;06/05/2026;18:51:28;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
BSIL39;10;0,10%;102.825.897;Balcão;06/05/2026;18:51:28;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
SNAG11;19;0,95%;102.825.899;Balcão;06/05/2026;18:51:28;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
CSNA3;180;1,11%;102.825.894;Balcão;06/05/2026;18:51:28;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
BBDC4;2;0,05%;102.825.896;Balcão;06/05/2026;18:51:28;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
BHIA3;4;38,83%;102.825.895;Balcão;06/05/2026;18:51:28;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
BOVA11;2;0,53%;102.825.891;Balcão;06/05/2026;18:51:28;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
ARML3;32;0,10%;102.825.889;Balcão;06/05/2026;18:51:28;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
AZZA3;300;47,36%;102.825.887;Balcão;06/05/2026;18:51:28;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
BBSE3;13;0,04%;102.825.892;Balcão;06/05/2026;18:51:28;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
AZZA3;450;47,36%;102.825.888;Balcão;06/05/2026;18:51:28;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
CSNA3;300;1,11%;102.825.886;Balcão;06/05/2026;18:51:28;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
B3SA3;200;0,06%;102.825.893;Balcão;06/05/2026;18:51:28;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
BRAV3;2;0,28%;102.825.890;Balcão;06/05/2026;18:51:28;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
CSMG3;200;0,10%;102.825.954;Balcão;06/05/2026;18:51:26;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
DIRR3;31;0,05%;102.825.959;Balcão;06/05/2026;18:51:26;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
MOVI3;1;0,25%;102.825.957;Balcão;06/05/2026;18:51:26;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
CXSE3;1;0,04%;102.825.955;Balcão;06/05/2026;18:51:26;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
CSMG3;60;0,10%;102.825.958;Balcão;06/05/2026;18:51:26;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
GRND3;283;0,06%;102.825.953;Balcão;06/05/2026;18:51:26;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
CMIN3;1;1,56%;102.825.956;Balcão;06/05/2026;18:51:26;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
CPLE3;100;0,08%;102.825.952;Balcão;06/05/2026;18:51:26;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PCAR3;64;26,71%;102.825.951;Balcão;06/05/2026;18:51:26;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
CMIN3;270;1,56%;102.825.949;Balcão;06/05/2026;18:51:25;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
EMBJ3;230;0,12%;102.825.950;Balcão;06/05/2026;18:51:25;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
PETR3;279;1,14%;102.825.948;Balcão;06/05/2026;18:51:25;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
CURY3;170;0,14%;102.825.943;Balcão;06/05/2026;18:51:25;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
TEND3;500;0,07%;102.825.944;Balcão;06/05/2026;18:51:25;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
CACR11;15;3,05%;102.825.942;Balcão;06/05/2026;18:51:25;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
TEND3;500;0,07%;102.825.945;Balcão;06/05/2026;18:51:25;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
CXSE3;2;0,04%;102.825.940;Balcão;06/05/2026;18:51:25;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
TAEE11;11;0,74%;102.825.947;Balcão;06/05/2026;18:51:25;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
TAEE4;10;0,09%;102.825.946;Balcão;06/05/2026;18:51:25;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
VIVT3;80;0,07%;102.825.941;Balcão;06/05/2026;18:51:25;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
TAEE11;10;0,74%;102.825.935;Balcão;06/05/2026;18:51:24;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
CMIN3;130;1,56%;102.825.937;Balcão;06/05/2026;18:51:24;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
CPLE3;375;0,08%;102.825.939;Balcão;06/05/2026;18:51:24;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
BRAP4;18;0,04%;102.825.936;Balcão;06/05/2026;18:51:24;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
CPLE3;75;0,08%;102.825.938;Balcão;06/05/2026;18:51:24;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
LREN3;1;0,13%;102.825.934;Balcão;06/05/2026;18:51:24;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
CSNA3;100;1,11%;102.825.930;Balcão;06/05/2026;18:51:23;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
BHIA3;30;38,83%;102.825.933;Balcão;06/05/2026;18:51:23;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
LREN3;30;0,13%;102.825.927;Balcão;06/05/2026;18:51:22;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
CEAB3;4;0,03%;102.825.920;Balcão;06/05/2026;18:51:22;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
BPAC11;100;0,05%;102.825.924;Balcão;06/05/2026;18:51:22;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
SMFT3;1;0,06%;102.825.929;Balcão;06/05/2026;18:51:22;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
BRAP4;276;0,04%;102.825.928;Balcão;06/05/2026;18:51:22;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
BRAP4;1.076;0,04%;102.825.932;Balcão;06/05/2026;18:51:22;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
BRAV3;200;0,28%;102.825.921;Balcão;06/05/2026;18:51:22;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
CEAB3;3;0,03%;102.825.912;Balcão;06/05/2026;18:51:21;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
LREN3;100;0,13%;102.825.922;Balcão;06/05/2026;18:51:21;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
CSNA3;60;1,11%;102.825.925;Balcão;06/05/2026;18:51:21;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
LREN3;82;0,13%;102.825.923;Balcão;06/05/2026;18:51:21;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
BBDC4;822;0,05%;102.825.926;Balcão;06/05/2026;18:51:21;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
CEAB3;31;0,03%;102.825.916;Balcão;06/05/2026;18:51:20;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
CSNA3;100;1,11%;102.825.917;Balcão;06/05/2026;18:51:20;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
MGLU3;94;20,46%;102.825.910;Balcão;06/05/2026;18:51:20;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
LREN3;28;0,13%;102.825.918;Balcão;06/05/2026;18:51:20;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
SMAL11;20;3,77%;102.825.913;Balcão;06/05/2026;18:51:20;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
LREN3;100;0,13%;102.825.919;Balcão;06/05/2026;18:51:20;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
BBSE3;19;0,04%;102.825.903;Balcão;06/05/2026;18:51:20;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
LREN3;11;0,13%;102.825.909;Balcão;06/05/2026;18:51:19;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
AURE3;1.420;0,05%;102.825.904;Balcão;06/05/2026;18:51:19;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
CSNA3;100;1,11%;102.825.914;Balcão;06/05/2026;18:51:19;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
AZZA3;30;47,36%;102.825.907;Balcão;06/05/2026;18:51:18;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
LREN3;32;0,13%;102.825.915;Balcão;06/05/2026;18:51:18;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
BBAS3;2;0,03%;102.825.911;Balcão;06/05/2026;18:51:17;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
SANB11;1;1,53%;102.825.905;Balcão;06/05/2026;18:51:17;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
BBSE3;22;0,04%;102.825.908;Balcão;06/05/2026;18:51:17;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
B3SA3;3;0,06%;102.825.906;Balcão;06/05/2026;18:51:17;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
TEND3;39;0,07%;102.826.004;Balcão;06/05/2026;18:51:15;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
VALE3;92;0,03%;102.826.000;Balcão;06/05/2026;18:51:15;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
EMBJ3;70;0,12%;102.825.997;Balcão;06/05/2026;18:51:15;Novo (0);Regular (1);114;ITAU CV S/A;114;ITAU CV S/A
